,furniture_type,name,discounted_price,original_price,product_details
48,Drawers,Nilkamal Mystique Plastic Outdoor Chair,"₹1,983","₹2,699","[<li class=""_21Ahn-"">Delivery Condition: Pre-assembled</li>, <li class=""_21Ahn-"">Style: Contemporary &amp; Modern</li>, <li class=""_21Ahn-"">W x H x D: 57 cm x 90 cm x 60.7 cm (1 ft 10 in x 2 ft 11 in x 1 ft 11 in)</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
49,Drawers,"GREEN SOUL Seoul-X Mid Back Ergonomic|Home, Office, WFH...","₹3,880","₹5,980","[<li class=""_21Ahn-"">Adjustable Seat Height, Wheels, Armrest, Swivel</li>, <li class=""_21Ahn-"">W x H: 59.5 cm x 92.5 cm (1 ft 11 in x 3 ft)</li>, <li class=""_21Ahn-"">Frame Material: Plastic</li>, <li class=""_21Ahn-"">Upholstery Type: Cushion</li>, <li class=""_21Ahn-"">DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.</li>]"
50,Drawers,SAVYA HOME DELTA Fabric Office Executive Chair,"₹3,322","₹5,500","[<li class=""_21Ahn-"">Adjustable Seat Height</li>, <li class=""_21Ahn-"">W x H: 58 cm x 100 cm (1 ft 10 in x 3 ft 3 in)</li>, <li class=""_21Ahn-"">Frame Material: Plastic</li>, <li class=""_21Ahn-"">Upholstery Type: Mesh</li>, <li class=""_21Ahn-"">DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.</li>]"
51,Drawers,GREEN SOUL Monster Ult. (T) Multi-Functional Ergonomic ...,"₹17,590","₹35,533",[]
52,Drawers,GREEN SOUL Vienna High Back Ergonomic|Home & Office use...,"₹7,590","₹16,725","[<li class=""_21Ahn-"">Wheels, Swivel, Armrest, Adjustable Seat Height</li>, <li class=""_21Ahn-"">W x H: 62 cm x 110 cm (2 ft x 3 ft 7 in)</li>, <li class=""_21Ahn-"">Frame Material: Metal</li>, <li class=""_21Ahn-"">Upholstery Type: Cushion</li>, <li class=""_21Ahn-"">DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.</li>]"
53,Drawers,JSK Anti Skid Design Plastic Bath Stool for Kitchen Set...,₹359,₹999,"[<li class=""_21Ahn-"">Stool</li>, <li class=""_21Ahn-"">Made of Plastic</li>, <li class=""_21Ahn-"">Width x Height: 12.5 inch x 10.5 inch (1 ft x 10 in)</li>, <li class=""_21Ahn-"">Load Capacity: 75 kg</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
54,Drawers,Guru Leather Office Visitor Chair,"₹2,896","₹10,000","[<li class=""_21Ahn-"">Locking Mechanism, Armrest</li>, <li class=""_21Ahn-"">W x H: 520 cm x 870 cm (17 ft x 28 ft 6 in)</li>, <li class=""_21Ahn-"">Frame Material: Metal</li>, <li class=""_21Ahn-"">Upholstery Type: Cushion, Embossed</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
55,Drawers,Allie Wood Sheesham Solid Wood Dining Chair,"₹4,481","₹11,999","[<li class=""_21Ahn-"">Material: Solid Wood</li>, <li class=""_21Ahn-"">Number of Chairs: 2</li>, <li class=""_21Ahn-"">W x H x D: 45.72 mm x 91.44 mm x 45.72 mm (1 in x 3 in x 1 in)</li>, <li class=""_21Ahn-"">DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.</li>]"
56,Drawers,Oakcraft High Back Leatherette Executive Office Ergonom...,"₹7,829","₹19,999","[<li class=""_21Ahn-"">Adjustable Seat Height, Armrest, Head Support, Locking Mechanism, Seat Lock, Wheels</li>, <li class=""_21Ahn-"">W x H: 53 cm x 121 cm (1 ft 8 in x 3 ft 11 in)</li>, <li class=""_21Ahn-"">Frame Material: Metal</li>, <li class=""_21Ahn-"">Upholstery Type: Cushion</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
57,Drawers,MBTC Luxury HIGH Back Leatherette Office with Steel Bas...,"₹4,157","₹7,999","[<li class=""_21Ahn-"">Adjustable Seat Height, Seat Lock, Wheels, Armrest, Locking Mechanism</li>, <li class=""_21Ahn-"">W x H: 46.99 cm x 116.84 cm (1 ft 6 in x 3 ft 10 in)</li>, <li class=""_21Ahn-"">Frame Material: Plastic</li>, <li class=""_21Ahn-"">Upholstery Type: Cushion</li>, <li class=""_21Ahn-"">DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.</li>]"
58,Drawers,Nilkamal stl31 Stool,₹890,"₹1,499","[<li class=""_21Ahn-"">stepstool</li>, <li class=""_21Ahn-"">Made of Plastic</li>, <li class=""_21Ahn-"">Portable</li>, <li class=""_21Ahn-"">Width x Height: 15 inch x 24 inch (1 ft 3 in x 2 ft)</li>, <li class=""_21Ahn-"">Load Capacity: 120 kg</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
