,furniture_type,name,discounted_price,original_price,product_details
26,Table,RADHE SALES Work Tray Table Stand for Writing Wood Port...,₹499,"₹1,499","[<li class=""_21Ahn-"">Primary Material: Wood</li>, <li class=""_21Ahn-"">W x H x D: 7 cm x 6 cm x 5 cm (2 in x 2 in x 1 in)</li>, <li class=""_21Ahn-"">Foldable</li>]"
27,Table,Nilkamal Recardo Engineered Wood Office Table,"₹14,999","₹17,100","[<li class=""_21Ahn-"">Material: Particle Board</li>, <li class=""_21Ahn-"">Configuration: Straight</li>, <li class=""_21Ahn-"">Height x Width: 76 cm x 120 cm (2 ft 5 in x 3 ft 11 in)</li>, <li class=""_21Ahn-"">Storage Included</li>, <li class=""_21Ahn-"">Knock Down - Delivered in non-assembled pieces, installation by service partner</li>]"
28,Table,StarAndDaisy Wood Portable Laptop Table,₹809,"₹1,699","[<li class=""_21Ahn-"">Primary Material: Wood</li>, <li class=""_21Ahn-"">W x H x D: 60 cm x 28 cm x 40 cm (1 ft 11 in x 11 in x 1 ft 3 in)</li>, <li class=""_21Ahn-"">Foldable</li>]"
29,Table,Flipkart Perfect Homes Studio Wood Portable Laptop Tabl...,"₹1,104","₹2,499","[<li class=""_21Ahn-"">Primary Material: Wood</li>, <li class=""_21Ahn-"">W x H x D: 60 cm x 28 cm x 40 cm (1 ft 11 in x 11 in x 1 ft 3 in)</li>, <li class=""_21Ahn-"">Foldable</li>, <li class=""_21Ahn-"">DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.</li>]"
30,Table,Dev Enterprise Wood Portable Laptop Table,₹499,₹922,"[<li class=""_21Ahn-"">Primary Material: Wood</li>, <li class=""_21Ahn-"">W x H x D: 60 cm x 28 cm x 40 cm (1 ft 11 in x 11 in x 1 ft 3 in)</li>, <li class=""_21Ahn-"">Foldable</li>]"
31,Table,Studio Kook Sez Sofa Mate Engineered Wood Side Table,"₹4,946","₹8,588","[<li class=""_21Ahn-"">Rectangular</li>, <li class=""_21Ahn-"">Width x Height: 33 x 58 cm (1 ft x 1 ft 10 in)</li>, <li class=""_21Ahn-"">Suitable For: Living Room</li>, <li class=""_21Ahn-"">Storage Included</li>, <li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
32,Table,Availmart Wood Portable Laptop Table,₹429,"₹1,968","[<li class=""_21Ahn-"">Primary Material: Wood</li>, <li class=""_21Ahn-"">W x H x D: 60 cm x 27 cm x 40 cm (1 ft 11 in x 10 in x 1 ft 3 in)</li>, <li class=""_21Ahn-"">Foldable</li>]"
33,Table,Furn Master Wood Portable Laptop Table,"₹1,349","₹2,499","[<li class=""_21Ahn-"">Primary Material: Wood</li>, <li class=""_21Ahn-"">W x H x D: 60 cm x 60 cm x 40 cm (1 ft 11 in x 1 ft 11 in x 1 ft 3 in)</li>, <li class=""_21Ahn-"">Non-Foldable</li>, <li class=""_21Ahn-"">DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.</li>]"
34,Table,RUTJA Foldable multipurpose Laptop table Wood Portable ...,₹499,₹999,"[<li class=""_21Ahn-"">Primary Material: Wood</li>, <li class=""_21Ahn-"">W x H x D: 600 cm x 40 cm x 26 cm (19 ft 8 in x 1 ft 3 in x 10 in)</li>, <li class=""_21Ahn-"">Foldable</li>]"
35,Table,DeckUp Versa White Engineered Wood Office Table,"₹6,699","₹12,000","[<li class=""_21Ahn-"">Material: Particle Board</li>, <li class=""_21Ahn-"">Configuration: Straight</li>, <li class=""_21Ahn-"">Height x Width: 120 cm x 120 cm (3 ft 11 in x 3 ft 11 in)</li>, <li class=""_21Ahn-"">Storage Included</li>, <li class=""_21Ahn-"">DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.</li>]"
36,Table,KAIZONE Multipurpose laptop table_001 Wood Portable Lap...,₹488,"₹1,951","[<li class=""_21Ahn-"">Primary Material: Wood</li>, <li class=""_21Ahn-"">W x H x D: 24 cm x 9 cm x 12 cm (9 in x 3 in x 4 in)</li>, <li class=""_21Ahn-"">Foldable</li>]"
37,Table,HF HARSH FASHION Wood Portable Laptop Table,₹494,"₹2,997","[<li class=""_21Ahn-"">Primary Material: Wood</li>, <li class=""_21Ahn-"">W x H x D: 5 cm x 8 cm x 3 cm (1 in x 3 in x 1 in)</li>, <li class=""_21Ahn-"">Foldable</li>]"
38,Table,ANGAL ENTERPRISE Wood Portable Laptop Table,₹440,"₹1,984","[<li class=""_21Ahn-"">Primary Material: Wood</li>, <li class=""_21Ahn-"">W x H x D: 60 cm x 28 cm x 36 cm (1 ft 11 in x 11 in x 1 ft 2 in)</li>, <li class=""_21Ahn-"">Foldable</li>]"
39,Table,Crystal Furnitech Zinus Engineered Wood Dressing Table,"₹13,390","₹16,911","[<li class=""_21Ahn-"">Storage Included</li>, <li class=""_21Ahn-"">W x H x D: 80 cm x 180 cm x 40 cm (2 ft 7 in x 5 ft 10 in x 1 ft 3 in)</li>, <li class=""_21Ahn-"">Mirror W x H: 350 mm x 1675 mm</li>, <li class=""_21Ahn-"">Finish Type: Polished | Finish Color: Wenge + PA 108</li>, <li class=""_21Ahn-"">Knock Down - Delivered in non-assembled pieces, installation by service partner</li>]"
40,Table,Featherlite Flip foldable Engineered Wood Office Table,"₹7,725","₹9,624","[<li class=""_21Ahn-"">Material: Particle Board</li>, <li class=""_21Ahn-"">Configuration: Straight</li>, <li class=""_21Ahn-"">Height x Width: 90 cm x 75 cm (2 ft 11 in x 2 ft 5 in)</li>, <li class=""_21Ahn-"">Storage Included</li>, <li class=""_21Ahn-"">DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.</li>]"
41,Table,Featherlite Slick Engineered Wood Office Table,"₹5,707","₹6,866","[<li class=""_21Ahn-"">Material: Particle Board</li>, <li class=""_21Ahn-"">Configuration: Straight</li>, <li class=""_21Ahn-"">Height x Width: 75 cm x 120 cm (2 ft 5 in x 3 ft 11 in)</li>, <li class=""_21Ahn-"">DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.</li>]"
