,furniture_type,name,discounted_price,original_price,product_details
88,Showcase,Decorhand Wall Mount Intersecting Hexagon Wall Shelves ...,"₹1,839","₹3,999","[<li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
89,Showcase,Raj Handicrafts Engineered Wood Display Unit,₹690,"₹1,200","[<li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
90,Showcase,Teakwood stb05 Engineered Wood Display Unit,₹359,"₹1,199","[<li class=""_21Ahn-"">DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.</li>]"
91,Showcase,Flipkart Perfect Homes Studio Engineered Wood Display U...,₹713,"₹1,599","[<li class=""_21Ahn-"">DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.</li>]"
92,Showcase,Flipkart Perfect Homes Studio Engineered Wood Display U...,"₹5,149","₹11,349","[<li class=""_21Ahn-"">Knock Down - Delivered in non-assembled pieces, installation by service partner</li>]"
93,Showcase,classiconline Wall Mount Corner 5 Tier Engineered Wood ...,₹715,"₹1,599","[<li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
94,Showcase,KAWACHI Wooden Corner Display Cabinet Bookshelf Rack wi...,"₹6,649","₹12,000","[<li class=""_21Ahn-"">DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.</li>, <li class=""_21Ahn-"">wooden display cabinet</li>]"
95,Showcase,Star Handicrafts Engineered Wood Display Unit,₹976,"₹2,999","[<li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
96,Showcase,woodinto NHDB Engineered Wood Display Unit,₹639,"₹1,299","[<li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>, <li class=""_21Ahn-"">shelf</li>, <li class=""_21Ahn-"">wall shelf</li>]"
97,Showcase,ekart portal Intersecting Wall Mount Wall Shelf Five Wa...,"₹1,197","₹1,999","[<li class=""_21Ahn-"">DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.</li>, <li class=""_21Ahn-"">NEW LOOK SHELF</li>]"
98,Showcase,"King Decore wall salave , display unit , setupbox self ...",₹399,₹799,"[<li class=""_21Ahn-"">DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.</li>]"
99,Showcase,Star Handicrafts Engineered Wood Display Unit,"₹1,061","₹2,999","[<li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
100,Showcase,7CR Display 3 in 1 LRL Shelf Engineered Wood Display Un...,"₹1,018","₹2,999","[<li class=""_21Ahn-"">DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.</li>, <li class=""_21Ahn-"">100% HDF Board</li>]"
101,Showcase,FUTURE GENERATION A GROUP Engineered Wood Display Unit,₹750,₹750,"[<li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>, <li class=""_21Ahn-"">WALL DECORATIVE</li>]"
102,Showcase,classiconline Engineered Wood Display Unit,₹797,"₹2,599","[<li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
103,Showcase,Hometown Engineered Wood Display Unit,"₹3,311","₹9,200","[<li class=""_21Ahn-"">Knock Down - Delivered in non-assembled pieces, installation by service partner</li>]"
104,Showcase,Flipkart Perfect Homes Studio KR-3-Beige Engineered Woo...,"₹1,070","₹1,999","[<li class=""_21Ahn-"">DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.</li>, <li class=""_21Ahn-"">MULTIPURPOSE SHELF</li>, <li class=""_21Ahn-"">HOME WALL DECOR</li>, <li class=""_21Ahn-"">PERFECT WALL SHELVES</li>, <li class=""_21Ahn-"">DECORATIVE</li>]"
105,Showcase,classiconline Set of 6 Engineered Wood Display Unit,"₹1,199","₹1,599","[<li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
106,Showcase,"SS ARTS Multi Purpose Living Room, Bedroom Wall Corner ...","₹2,336","₹4,990","[<li class=""_21Ahn-"">DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.</li>]"
107,Showcase,Mrmart Engineered Wood Display Unit,₹899,"₹1,499","[<li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
108,Showcase,woodinzo Solid Wood Display Unit,"₹1,099","₹2,299","[<li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
109,Showcase,Maaz Handicrafts White & Yellow Cube 6 &Storage Wall Sh...,₹985,"₹1,399","[<li class=""_21Ahn-"">DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.</li>]"
110,Showcase,classiconline Engineered Wood Display Unit,₹759,₹999,"[<li class=""_21Ahn-"">Pre Assembled (Ready to Use)</li>]"
